787.,1249.,778.,268.,506.,860.,0.,0.,100.
609.,1356.,831.,372.,629.,1304.,0.,0.,150.
608.,1145.,744.,406.,679.,1503.,0.,0.,200.
955.,2070.,566.,118.,344.,1178.,0.,66.,100.
688.,2260.,581.,170.,438.,2340.,0.,66.,150.
362.,1755.,493.,338.,465.,2770.,0.,66.,200.
1606.,3680.,431.,66.,247.,1160.,0.,133.,100.
939.,6730.,407.,141.,297.,6000.,0.,133.,150.
323.,2380.,2780.,428.,281.,6750.,0.,133.,200.
741.,1822.,427.,51.,202.,36.,0.,200.,100.
1052.,47900.,335.,267.,226.,10630.,0.,200.,150.
99.,645.,288.,4050.,206.,19470.,0.,200.,200.
421.,1440.,857.,413.,452.,694.,66.,0.,100.
429.,1535.,931.,532.,580.,1156.,66.,0.,150.
371.,1332.,852.,729.,560.,1276.,66.,0.,200.
326.,2220.,634.,335.,351.,625.,66.,66.,100.
266.,2610.,687.,615.,425.,1753.,66.,66.,150.
242.,1979.,624.,1022.,457.,1830.,66.,66.,200.
207.,3040.,495.,279.,245.,300.,66.,133.,100.
156.,4410.,518.,1024.,308.,1925.,66.,133.,150.
179.,2810.,486.,243.,343.,225.,66.,133.,200.
109.,72.,433.,95.,174.,14.,66.,200.,100.
114.,276.,529.,525.,231.,22.,66.,200.,150.
104.,1044.,381.,2530.,237.,361.,66.,200.,200.
272.,1206.,745.,478.,343.,466.,133.,0.,100.
271.,1294.,792.,705.,440.,679.,133.,0.,150.
273.,1161.,741.,906.,474.,725.,133.,0.,200.
165.,1391.,612.,446.,263.,310.,133.,66.,100.
165.,1399.,602.,798.,313.,476.,133.,66.,150.
171.,1219.,593.,945.,311.,799.,133.,66.,200.
106.,1034.,491.,429.,168.,83.,133.,133.,100.
118.,1097.,490.,903.,223.,159.,133.,133.,150.
117.,866.,460.,1102.,228.,366.,133.,133.,200.
71.,69.,364.,128.,108.,9.,133.,200.,100.
67.,55.,368.,120.,162.,14.,133.,200.,150.
74.,55.,353.,132.,189.,18.,133.,200.,200.
153.,811.,462.,564.,219.,137.,200.,0.,100.
129.,858.,381.,567.,211.,340.,200.,0.,150.
118.,731.,396.,701.,240.,254.,200.,0.,200.
89.,747.,428.,426.,127.,119.,200.,66.,100.
91.,775.,405.,595.,157.,226.,200.,66.,150.
84.,657.,395.,692.,150.,272.,200.,66.,200.
66.,260.,364.,233.,88.,21.,200.,133.,100.
68.,216.,370.,306.,122.,39.,200.,133.,150.
62.,170.,341.,341.,132.,36.,200.,133.,200.
53.,60.,289.,99.,81.,14.,200.,200.,100.
51.,58.,298.,133.,109.,32.,200.,200.,150.
48.,51.,279.,137.,124.,19.,200.,200.,200.
