863.,1323.,871.,386.,613.,911.,0.,0.,100.
744.,1699.,878.,500.,691.,1350.,0.,0.,150.
662.,1260.,841.,572.,836.,1608.,0.,0.,200.
987.,2077.,620.,177.5,398.,1155.,0.,66.,100.
800.,2660.,619.,230.8,434.,2346.,0.,66.,150.
477.,1814.,576.,344.,522.,2918.,0.,66.,200.
1554.,3710.,473.,118.3,266.7,1006.,0.,133.,100.
1136.,7110.,423.,160.,281.,5020.,0.,133.,150.
479.,2346.,451.,497.,288.,7380.,0.,133.,200.
743.,1984.,560.,78.4,195.9,41.6,0.,200.,100.
1348.,46500.,339.,457.,188.4,9420.,0.,200.,150.
123.7,2419.,320.,4030.,195.4,21180.,0.,200.,200.
530.,1749.,934.,535.,492.,816.,66.,0.,100.
528.,1752.,1015.,720.,528.,1099.,66.,0.,150.
440.,1529.,945.,850.,635.,1313.,66.,0.,200.
342.,2646.,677.,363.,349.,770.,66.,66.,100.
269.,3030.,735.,584.,231.8,1452.,66.,66.,150.
294.,2424.,673.,1154.,436.,1795.,66.,66.,200.
273.,3560.,504.,294.,232.1,534.,66.,133.,100.
174.8,5430.,553.,817.,270.,1787.,66.,133.,150.
212.1,3640.,519.,2566.,301.,2564.,66.,133.,200.
111.8,121.4,460.,118.9,157.6,10.05,66.,200.,100.
134.,1092.,762.,977.,225.3,25.59,66.,200.,150.
124.9,1629.,408.,2950.,209.5,771.,66.,200.,200.
300.,1491.,787.,551.,315.,556.,133.,0.,100.
311.,1610.,864.,762.,473.,652.,133.,0.,150.
334.,1463.,825.,975.,478.,777.,133.,0.,200.
176.8,1755.,655.,458.,184.4,415.,133.,66.,100.
185.1,1827.,665.,808.,312.,456.,133.,66.,150.
195.7,1593.,652.,946.,263.6,822.,133.,66.,200.
115.2,1443.,574.,412.,160.,166.2,133.,133.,100.
126.6,1560.,497.,857.,213.,186.3,133.,133.,150.
135.3,1224.,509.,1123.,174.9,436.,133.,133.,200.
70.2,93.9,388.,169.9,101.8,19.61,133.,200.,100.
78.2,75.1,382.,164.1,149.4,12.52,133.,200.,150.
87.7,70.6,383.,193.6,139.4,13.88,133.,200.,200.
175.4,1051.,475.,514.,234.7,218.2,200.,0.,100.
143.5,1103.,435.,565.,228.9,352.,200.,0.,150.
138.1,882.,423.,678.,227.2,316.,200.,0.,200.
95.8,982.,456.,430.,124.7,180.1,200.,66.,100.
97.8,1008.,475.,610.,161.5,217.8,200.,66.,150.
95.5,855.,441.,707.,139.7,305.,200.,66.,200.
69.8,266.5,405.,246.1,82.3,26.21,200.,133.,100.
74.,346.,418.,389.,123.4,38.4,200.,133.,150.
72.,252.9,385.,418.,116.8,42.,200.,133.,200.
59.2,67.1,308.,133.1,75.1,13.22,200.,200.,100.
57.3,86.4,322.,177.9,104.3,19.03,200.,200.,150.
56.3,65.9,313.,184.3,107.6,17.95,200.,200.,200.
